CORE-ID,CDISC Rule ID,Organization,Standard Name,Standard Version,Status,Sensitivity,Rule Type,Executability,Scope,Error Message,Output Variables,Description,Check,Operations
CORE-000194,CG0329,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['TRIAL DESIGN']}, 'Domains': {'Include': ['TE']}}",TEDUR cannot be null when TEENRL is null,"TEENRL,TEDUR",Raise an error if TEDUR is null when TEENRL is null,"{'all': [{'name': 'TEENRL', 'operator': 'empty'}, {'name': 'TEDUR', 'operator': 'empty'}]}",
CORE-000195,CG0338,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--SCAT is equal to --DECOD.,"--DECOD,--SCAT",Raise an error when --SCAT = --DECOD.,"{'all': [{'name': '--SCAT', 'operator': 'equal_to_case_insensitive', 'value': '--DECOD'}]}",
CORE-000196,CG0337,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--CAT is equal to --DECOD.,"--DECOD,--CAT",Raise an error when --CAT = --DECOD.,"{'all': [{'name': '--CAT', 'operator': 'equal_to_case_insensitive', 'value': '--DECOD'}]}",
CORE-000197,CG0339,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--CAT is equal to --BODSYS.,"--TERM,--CAT,--BODSYS",Raise an error when --CAT = --BODSYS.,"{'all': [{'name': '--CAT', 'operator': 'equal_to', 'value': '--BODSYS'}]}",
CORE-000198,CG0340,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--SCAT is equal to --BODSYS.,"--TERM,--SCAT,--BODSYS",Raise an error when --SCAT = --BODSYS.,"{'all': [{'name': '--SCAT', 'operator': 'equal_to', 'value': '--BODSYS'}]}",
CORE-000199,CG0406,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Exclude': ['IE']}}",Value length of --TEST > 40.,--TEST,Raise an error when length of --TEST > 40.,"{'all': [{'name': '--TEST', 'operator': 'longer_than', 'value': 40}]}",
CORE-000200,CG0348,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--ORRES cannot be null when --STAT is null or --DRVFL not equal to 'Y',"--STAT,--DRVFL,--ORRES",Verify that --ORRES is not missing when either --STAT is null or --DRVFL not equal to 'Y',"{'all': [{'any': [{'name': '--STAT', 'operator': 'empty'}, {'name': '--DRVFL', 'operator': 'not_equal_to', 'value': 'Y'}]}, {'all': [{'name': '--ORRES', 'operator': 'empty'}]}]}",
CORE-000201,CG0029,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Exclude': ['AP']}}",USUBJID is not found in DM.USUBJID,,Trigger error when domain is not an AP-- domain and USUBJID is not present in DM.USUBJID,"{'all': [{'name': 'USUBJID', 'operator': 'non_empty'}, {'name': 'USUBJID', 'operator': 'is_not_contained_by', 'value': '$dm_usubjid'}]}","{'domain': 'DM', 'id': '$dm_usubjid', 'name': 'USUBJID', 'operator': 'distinct'}"
CORE-000202,CG0419,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['RELREC']}}",RELTYPE is populated when IDVAR is populated with a --SEQ value.,"IDVAR,RELTYPE","When IDVAR is populated with a --SEQ value, RELTYPE must be null.","{'all': [{'name': 'IDVAR', 'operator': 'suffix_matches_regex', 'suffix': 3, 'value': 'SEQ'}, {'name': 'RELTYPE', 'operator': 'non_empty'}]}",
CORE-000203,CG0411,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['SUPP--']}}","The combination of IDVAR, IDVARVAL, and QNAM is not unique per parent subject record","USUBJID,IDVAR,IDVARVAL,QNAM","Trigger error when the combination of IDVAR, IDVARVAL, and QNAM is not unique per parent subject record","{'any': [{'all': [{'name': 'RDOMAIN', 'operator': 'equal_to', 'value': 'DM', 'value_is_literal': True}, {'name': 'USUBJID', 'operator': 'is_not_unique_set', 'value': ['QNAM']}]}, {'all': [{'name': 'RDOMAIN', 'operator': 'not_equal_to', 'value': 'DM', 'value_is_literal': True}, {'name': 'USUBJID', 'operator': 'is_not_unique_set', 'value': ['IDVAR', 'IDVARVAL', 'QNAM']}]}]}",
CORE-000204,CG0410,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SV']}}",Scheduled or Contingent visit is not unique within subject,"USUBJID,VISITNUM","When VISITNUM is present in TV.VISITNUM, SV.VISITNUM must be unique within subject","{'all': [{'name': 'VISITNUM', 'operator': 'is_contained_by', 'value': '$tv_visitnum'}, {'name': 'VISITNUM', 'operator': 'is_not_unique_set', 'value': 'USUBJID'}]}","{'domain': 'TV', 'id': '$tv_visitnum', 'name': 'VISITNUM', 'operator': 'distinct'}"
CORE-000205,CG0399,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--ULOQ is not expressed using the units in --STRESU,,Trigger error when --ULOQ is not expressed using the units in --STRESU,"{'all': [{'name': '--ULOQ', 'operator': 'exists'}, {'name': None, 'operator': None}]}",
CORE-000206,CG0371,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['CO', 'SUPP--', 'RELREC']}}",IDVARVAL does not equal a value of variable=IDVAR in domain=RDOMAIN,"RDOMAIN,USUBJID,IDVAR,IDVARVAL","When IDVAR is populated, IDVARVAL must equal a value of the variable referenced by IDVAR within the domain referenced by RDOMAIN","{'all': [{'context': 'RDOMAIN', 'name': 'IDVAR', 'operator': 'is_not_valid_relationship', 'value': 'IDVARVAL'}]}",
CORE-000207,CG0467,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['ALL']}}",--STDTC is present in a Findings general observation class,--STDTC,Trigger error when --STDTC is present in a Findings general observation class,"{'all': [{'name': '--STDTC', 'operator': 'exists'}]}",
CORE-000208,CG0512,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",ACTARMCD is not in in TA.ARMCD,ACTARMCD,"Trigger error when study does not use multi-stage arm assignments and ACTARMCD ^= null, and ACTARMCD is not in TA.ARMCD","{'all': [{'name': 'ACTARMCD', 'operator': 'non_empty'}, {'name': 'ACTARMCD', 'operator': 'is_not_contained_by', 'value': '$ta_armcd'}]}","{'domain': 'TA', 'id': '$ta_armcd', 'name': 'ARMCD', 'operator': 'distinct'}"
CORE-000209,CG0514,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",ACTARM value in DM dataset is not among the values of ARM variable in the TA dataset. This is allowed only in a multistage study with incomplete ARM assignment. Please confirm if your study is a multistage assignment study.,ACTARM,"When study does not use multi-stage arm assignments and ACTARM is populated, ACTARM must be present in TA.ARM. This rule has been executed to identify all cases when ACTARM is not present in TA.ARM and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","{'all': [{'name': 'ACTARM', 'operator': 'non_empty'}, {'name': 'ACTARM', 'operator': 'is_not_contained_by', 'value': '$ta_arm'}]}","{'operator': 'distinct', 'domain': 'TA', 'name': 'ARM', 'id': '$ta_arm'}"
CORE-000210,CG0516,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Partially Executable - Possible Overreporting,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",ARMCD is not present in TA.ARMCD,,"When study does not use multi-stage arm assignments and ARMCD is populated, ARMCD must be present in TA.ARMCD. This rule has been executed to identify all cases when ARMCD is not present in TA.ARMCD and therefore acknowledges that false positives may be recorded when multi-stage arm assignments are in use.","{'all': [{'name': 'ARMCD', 'operator': 'non_empty'}, {'name': 'ARMCD', 'operator': 'is_not_contained_by', 'value': '$ta_armcd'}]}","{'domain': 'TA', 'id': '$ta_armcd', 'name': 'ARMCD', 'operator': 'distinct'}"
CORE-000211,CG0528,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SUPP--']}}",Population flag is present in SUPPDM,QNAM,SUPPDM must not include population flags.,"{'all': [{'name': 'RDOMAIN', 'operator': 'equal_to_case_insensitive', 'value': 'DM'}, {'name': 'QNAM', 'operator': 'matches_regex', 'value': '(ENRFL|SAFFL|EFFFL|ITTFL|PPROTFL|COMPLFL|COMPLT|FULLSET|ITT|PPROT|SAFETY)'}]}",
CORE-000212,CG0535,CDISC,SDTMIG,"3.4,3.3",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",DSSCAT is not present when subject has more than one record per Epoch with DSCAT = 'DISPOSITION EVENT'.,USUBJID,"When subject has more than one record per Epoch with DSCAT = DISPOSITION EVENT, DSSCAT must be present.","{'all': [{'name': 'DSCAT', 'operator': 'is_not_unique_set', 'value': ['USUBJID', 'EPOCH']}, {'name': 'DSCAT', 'operator': 'equal_to', 'value': 'DISPOSITION EVENT'}, {'name': 'DSSCAT', 'operator': 'not_exists'}]}",
CORE-000213,CG0536,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",More than one record per subject per DSSCAT per EPOCH,"DSSCAT,EPOCH",Trigger error when there is more than one record per subject per DSSCAT per EPOCH,"{'all': [{'name': 'DSCAT', 'operator': 'equal_to', 'value': 'DISPOSITION EVENT', 'value_is_literal': True}, {'name': 'DSSCAT', 'operator': 'exists'}, {'name': 'EPOCH', 'operator': 'is_not_unique_set', 'value': 'DSSCAT'}]}",
CORE-000214,CG0538,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",There is more than 1 record per subject has DSSCAT = 'STUDY PARTICIPATION',"DSSCAT,USUBJID",Trigger error when more than 1 record per subject has DSSCAT = 'STUDY PARTICIPATION',"{'all': [{'name': 'DSSCAT', 'operator': 'equal_to', 'value': 'STUDY PARTICIPATION', 'value_is_literal': True}, {'name': 'DSSCAT', 'operator': 'is_not_unique_set', 'value': 'USUBJID'}]}",
CORE-000215,CG0539,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",There is more than 1 record per subject has DSSCAT = 'STUDY TREATMENT',"USUBJID,DSCAT,DSSCAT",Trigger error when there is more than 1 record per subject has DSSCAT = 'STUDY TREATMENT',"{'all': [{'name': 'DSCAT', 'operator': 'equal_to', 'value': 'DISPOSITION EVENT', 'value_is_literal': True}, {'name': 'DSSCAT', 'operator': 'equal_to', 'value': 'STUDY TREATMENT'}, {'name': 'DSSCAT', 'operator': 'is_not_unique_set', 'value': 'USUBJID'}]}",
CORE-000216,CG0545,CDISC,SDTMIG,"3.4,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SM']}}",MIDSTYPE is not unique within subject when MIDSTYPE = TM.MIDSTYPE and TM.TMRPT = 'N',,MIDSTYPE must be unique within subject when MIDSTYPE = TM.MIDSTYPE and TM.TMRPT = 'N',"{'all': [{'name': 'MIDSTYPE', 'operator': 'is_contained_by', 'value': '$tm_midstype'}, {'name': 'TMRPT', 'operator': 'equal_to', 'value': 'N'}, {'name': 'MIDSTYPE', 'operator': 'is_not_unique_set', 'value': 'USUBJID'}]}","{'domain': 'TM', 'id': '$tm_midstype', 'name': 'MIDSTYPE', 'operator': 'distinct'}"
CORE-000217,CG0462,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['EC']}}","ECDOSE is empty, ECOCCUR is not equal to 'N' and ECSTAT is empty, but ECDOSTXT is also empty.","ECDOSE,ECOCCUR,ECSTAT,ECDOSTXT","Raise an error when ECDOSE is empty, ECOCCUR is not equal to 'N', ECSTAT is empty and ECDOSTXT is empty","{'all': [{'name': 'ECDOSE', 'operator': 'empty'}, {'name': 'ECOCCUR', 'operator': 'not_equal_to', 'value': 'N'}, {'name': 'ECSTAT', 'operator': 'empty'}, {'name': 'ECDOSTXT', 'operator': 'empty'}]}",
CORE-000218,CG0465,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['CO', 'SUPP--']}}",IDVAR is empty but IDVARVAL is not empty,"IDVAR,IDVARVAL",Raise an error when IDVAR is empty and IDVARVAL is not empty,"{'all': [{'name': 'IDVAR', 'operator': 'empty'}, {'name': 'IDVARVAL', 'operator': 'non_empty'}]}",
CORE-000219,CG0350,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--SCAT is equal to domain dataset label.,--SCAT,Raise an error when --SCAT = domain dataset label.,"{'all': [{'name': '--SCAT', 'operator': 'equal_to', 'value': '$domain_label'}]}","{'id': '$domain_label', 'operator': 'domain_label'}"
CORE-000220,CG0372,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS', 'TRIAL DESIGN']}, 'Domains': {'Include': ['ALL']}}","--TESTCD > 8 chars or contains more than only letters, numbers, underscores, or starts with a number.","--TESTCD,IETESTCD","Raise an error when --TESTCD > 8 chars or contains more than only letters, numbers and underscores, or starts with a number.","{'any': [{'name': '--TESTCD', 'operator': 'not_matches_regex', 'value': '^[A-Z_][A-Z0-9_]{0,7}$'}, {'name': 'IETESTCD', 'operator': 'not_matches_regex', 'value': '^[A-Z_][A-Z0-9_]{0,7}$'}]}",
CORE-000221,CG0417,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['RELATIONSHIP']}, 'Domains': {'Include': ['SUPP--']}}","QNAM > 8 chars or contains letters that are in not in uppercase, more than only letters, numbers, underscores, or starts with a number.","IDVAR,IDVARVAL,QNAM","Raise an error when QNAM > 8 chars or contains more than only letters in uppercase, numbers and underscores, or starts with a number.","{'all': [{'name': 'QNAM', 'operator': 'not_matches_regex', 'value': '^[A-Z_][A-Z0-9_]{0,7}$'}]}",
CORE-000222,CG0416,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['SUPP--']}}",QLABEL > 40 chars.,"IDVAR,IDVARVAL,QLABEL",Raise an error when QLABEL > 40 chars.,"{'all': [{'name': 'QLABEL', 'operator': 'longer_than', 'value': 40}]}",
CORE-000223,CG0513,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}","ACTARMCD is empty, but ARMNRS is not completed.","ACTARMCD,ARMNRS",Raise an error when ACTARMCD is empty and ARMNRS is not completed.,"{'all': [{'name': 'ACTARMCD', 'operator': 'empty'}, {'name': 'ARMNRS', 'operator': 'empty'}]}",
CORE-000224,CG0515,CDISC,SDTMIG,"3.4,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}","ACTARM is empty, but ARMNRS is not completed.","ACTARM,ARMNRS",Raise an error when ACTARM is empty and ARMNRS is not completed.,"{'all': [{'name': 'ACTARM', 'operator': 'empty'}, {'name': 'ARMNRS', 'operator': 'empty'}]}",
CORE-000225,CG0094,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Exclude': ['EX', 'AE', 'DS', 'DV', 'IE']}}","--STAT should be ""NOT DONE"" when --REASND is provided.","--STAT,--REASND","Raise an error when --REASND is provided and --STAT is not equal to ""NOT DONE"".","{'all': [{'name': '--REASND', 'operator': 'non_empty'}, {'name': '--STAT', 'operator': 'not_equal_to', 'value': 'NOT DONE'}]}",
CORE-000226,CG0352,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Variable,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--DTHREL must never be used in SDTM-based data for human clinical trials,--DTHREL,Verifying presence of SEND variable --DTHREL,"{'all': [{'name': '--DTHREL', 'operator': 'exists'}]}",
CORE-000227,CG0178,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['IE']}}",IETEST is not in TI.IETEST,,Check if IETEST is not in TI.IETEST,"{'all': [{'name': 'IETEST', 'operator': 'is_not_contained_by', 'value': '$ti_ietest'}]}","{'operator': 'distinct', 'domain': 'TI', 'name': 'IETEST', 'id': '$ti_ietest'}"
CORE-000228,CG0179,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['IE']}}",IETESTCD from IE domain does not exist in IETESTCD of TI domain.,IETESTCD,Check if IETESTCD is present in TI.IETESTCD,"{'all': [{'name': 'IETESTCD', 'operator': 'is_not_contained_by', 'value': '$ti_ietestcd'}]}","{'operator': 'distinct', 'domain': 'TI', 'name': 'IETESTCD', 'id': '$ti_ietestcd'}"
CORE-000229,CG0361,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Value,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['RELSUB']}}",POOLID must be null when USUBJID is populated,"USUBJID,POOLID","Verify that When USUBJID is populated, POOLID is not populated","{'all': [{'name': 'USUBJID', 'operator': 'non_empty'}, {'name': 'POOLID', 'operator': 'non_empty'}]}",
CORE-000230,CG0362,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Variable,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['RELSUB']}}",USUBJID must be null when POOLID is populated,"POOLID,USUBJID","Verify that when POOLID is populated, USUBJID is not populated","{'all': [{'name': 'POOLID', 'operator': 'non_empty'}, {'name': 'USUBJID', 'operator': 'non_empty'}]}",
CORE-000231,CG0363,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Value,Record Data,Fully Executable,"{'Classes': {'Include': ['RELATIONSHIP']}, 'Domains': {'Include': ['RELSUB']}}",RSUBJID when populated cannot equal USUBJID,"RSUBJID,USUBJID","Verify that when RSUBJID populated , RSUBJID does not equal USUBJID","{'all': [{'name': 'RSUBJID', 'operator': 'non_empty'}, {'name': 'RSUBJID', 'operator': 'equal_to', 'value': 'USUBJID'}]}",
CORE-000232,CG0364,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['RELATIONSHIP']}, 'Domains': {'Include': ['RELSUB']}}","When RSUBJID is populated, RUSBJID cannot equal POOLID","RSUBJID,POOLID",Verify when RSUBJID is populated it does not equal POOLID,"{'all': [{'name': 'RSUBJID', 'operator': 'non_empty'}, {'name': 'RSUBJID', 'operator': 'equal_to', 'value': 'POOLID'}]}",
CORE-000233,CG0365,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['AP--']}}",RDEVID must be empty when RSUBJID is populated and RSUBJID must be empty when RDEVID is populated,"RSUBJID,RDEVID",Related Device Identifier (RDEVID) and Related Subject or Pool Identifier (RSUBJID) should not both be populated for the same record.,"{'all': [{'name': 'RSUBJID', 'operator': 'non_empty'}, {'name': 'RDEVID', 'operator': 'non_empty'}]}",
CORE-000234,CG0366,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['AP--']}}",RSUBJID must be missing when RDEVID is populated,"RDEVID,RSUBJID",Verify that RSUBJID is empty when RDEVID is populated,"{'all': [{'name': 'RDEVID', 'operator': 'non_empty'}, {'name': 'RSUBJID', 'operator': 'non_empty'}]}",
CORE-000235,CG0367,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Value,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Exclude': ['DM']}}",RSUBJID must equal DM.USUBJID when RSUBJID is populated and RSUBJID does not equal POOLID,,Verify that RSUBJID=DM.USUBJID when RSUBJID is populated and RSUBJID is not equal to POOLID,"{'all': [{'name': 'RSUBJID', 'operator': 'non_empty'}, {'name': 'RSUBJID', 'operator': 'not_equal_to', 'value': 'POOLID'}, {'name': 'RSUBJID', 'operator': 'is_not_contained_by', 'value': '$dm_usubjid'}]}","{'domain': 'DM', 'id': '$dm_usubjid', 'name': 'USUBJID', 'operator': 'distinct'}"
CORE-000236,CG0079,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['MH']}}",MHSTDTC ^= null and MHSTDTC is on or after the DM.RFSTDTC. The medical history dataset should include the subject's prior history at the start of the trial.,"MHSTDTC,RFSTDTC",Raise an issue if MHSTDTC has a non-empty date that later than DM.RFSTDTC,"{'all': [{'name': 'MHSTDTC', 'operator': 'non_empty'}, {'name': 'MHSTDTC', 'operator': 'date_greater_than_or_equal_to', 'value': 'RFSTDTC'}]}",
CORE-000237,CG0027,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--SCAT is equal to --CAT,"--CAT,--SCAT",Trigger error when --SCAT is not null and --SCAT is equal to --CAT,"{'all': [{'name': '--SCAT', 'operator': 'non_empty'}, {'name': '--SCAT', 'operator': 'equal_to', 'value': '--CAT'}]}",
CORE-000238,CG0147,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",RFXENDTC does not equal the latest value of EX.EXSTDTC or EX.EXENDTC,"RFXENDTC,$max_ex_exstdtc,$max_ex_exendtc",Raise an error when EX records are present for subject but RFXENDTC does not equal the latest value of EX.EXSTDTC or EX.EXENDTC,"{'all': [{'name': 'USUBJID', 'operator': 'is_contained_by', 'value': '$ex_usubjid'}, {'name': 'RFXENDTC', 'operator': 'not_equal_to', 'value': '$max_ex_exstdtc'}, {'name': 'RFXENDTC', 'operator': 'not_equal_to', 'value': '$max_ex_exendtc'}]}","{'operator': 'distinct', 'domain': 'EX', 'name': 'USUBJID', 'id': '$ex_usubjid'},{'operator': 'max_date', 'domain': 'EX', 'name': 'EXSTDTC', 'id': '$max_ex_exstdtc', 'group': ['USUBJID']},{'operator': 'max_date', 'domain': 'EX', 'name': 'EXENDTC', 'id': '$max_ex_exendtc', 'group': ['USUBJID']}"
CORE-000239,CG0148,CDISC,SDTMIG,"3.4,3.3,3.2",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",RFXSTDTC does not equal the earliest value of EX.EXSTDTC,"RFXSTDTC,$min_ex_exstdtc",Raise an error when EX records are present for subject but RFXSTDTC does not equal the earliest value of EX.EXSTDTC,"{'all': [{'name': 'USUBJID', 'operator': 'is_contained_by', 'value': '$ex_usubjid'}, {'name': 'RFXSTDTC', 'operator': 'not_equal_to', 'value': '$min_ex_exstdtc'}]}","{'operator': 'distinct', 'domain': 'EX', 'name': 'USUBJID', 'id': '$ex_usubjid'},{'operator': 'min_date', 'domain': 'EX', 'name': 'EXSTDTC', 'id': '$min_ex_exstdtc', 'group': ['USUBJID']}"
CORE-000240,CG0420,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS', 'EVENTS']}, 'Domains': {'Include': ['ALL']}}","--STRF is populated when --OCCUR = ""N""",--STRF,"When --OCCUR = 'N', --STRF must not be populated","{'all': [{'name': '--OCCUR', 'operator': 'equal_to', 'value': 'N'}, {'name': '--STRF', 'operator': 'non_empty'}]}",
CORE-000241,CG0421,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS', 'EVENTS']}, 'Domains': {'Include': ['ALL']}}","--ENRF is populated when --OCCUR = ""N""",--ENRF,"When --OCCUR = 'N', --ENRF must not be populated","{'all': [{'name': '--OCCUR', 'operator': 'equal_to', 'value': 'N'}, {'name': '--ENRF', 'operator': 'non_empty'}]}",
CORE-000242,CG0353,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Variable,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--EXCLFL must never be used in SDTM-based human trials,--EXCLFL,Raise an error when --EXCLFL is present in dataset.,"{'all': [{'name': '--EXCLFL', 'operator': 'exists'}]}",
CORE-000243,CG0354,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--REASEX must never be used in SDTM-based human clinical trials,--REASEX,Raise an error when --REASEX is present in dataset.,"{'all': [{'name': '--REASEX', 'operator': 'exists'}]}",
CORE-000244,CG0355,CDISC,SDTMIG,"3.4,3.2,3.3",Published,Variable,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--DETECT must never be used in SDTM-based human trials,--DETECT,Raise an error when --DETECT is present in dataset.,"{'all': [{'name': '--DETECT', 'operator': 'exists'}]}",
CORE-000245,CG0510,CDISC,SDTMIG,"3.4,3.3",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--NOMDY is present.,,Raise an error when --NOMDY is present.,"{'all': [{'name': '--NOMDY', 'operator': 'exists'}]}",
CORE-000246,CG0511,CDISC,SDTMIG,"3.4,3.3",Published,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['ALL']}}",--NOMLBL is present.,,Raise an error when --NOMLBL is present.,"{'all': [{'name': '--NOMLBL', 'operator': 'exists'}]}",
